@ref(networkElement)|@const(IpagLPort)class
@index(PE_LPort)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|access_flag|bmp_clci|card_type|clci|clfi|cust_circuit_id|cvlanid|cvlan_id_bot|cvlan_id_top|device_name|ds1_ckt_id|evc_name|grc|icore_evcname|ineffect|interface_ip_addr|interface_number|interface_string|log_port_name|log_port_number|mcn|mlppp_grp_number|nvlan_id_top|peip_addr|pvc_id|remote_cvlanid_bot|remote_cvlanid_top|remote_cvlanid|remote_ipaddr|remote_port_aid|remote_log_port_name|remote_nvlan_id_top|remote_svlanid|remote_vlanid|scp_service|service_name|service_options|soc|sub_interface|subscriber_name|svlanid|vlanid|uni_nni|vrf_name|vpn_name
8.8.0.148/1/0/8/37|8.8.0.148/1/0/8/37|8.8.0.148/1/0/8/37|ETHERNET-NFO|IPAG|IPAG|true|S|||||101/GE1N/CRCYNVAAP01/CRCYNVAASH1|||||CRCYNVAAP01|||||N||||101/GE1N/CRCYNVAAP01/CRCYNVAASH1_Port_A|37|||||||||||101/GE1N/CRCYNVAAP01/CRCYNVAASH1_Port_Z||||||||||||||
10.144.0.137/1/3/1/1946|10.144.0.137/1/3/1/1946|10.144.0.137/1/3/1/1946|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFLMA51W|||||N||||103/E-Links/ORLDFLMA01A/ORLDFLMA51W_Port_Z|1946|||||||||||||||||||||||||
12.82.0.62/2/0/4/204|12.82.0.62/2/0/4/204|12.82.0.62/2/0/4/204|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFL24Q10|||||N||||1/Z-Links/ORLDFL24A84/ORLDFL24Q10_NMV127_Port_A|204|||||||||||||||||||||||||
10.144.0.65/0/0/2/94|10.144.0.65/0/0/2/94|10.144.0.65/0/0/2/94|ETHERNET-NFO|IPAG|IPAG|true|B|||||W107G/GE10/ORLDFLMA52W/ORLDFLMA61W|||||ORLDFLMA61W|||||N||||W107G/GE10/ORLDFLMA52W/ORLDFLMA61W_Port_A|94|||||||||||W107G/GE10/ORLDFLMA52W/ORLDFLMA61W_Port_Z||||||||||||||
10.144.0.155/1/3/0/6005|10.144.0.155/1/3/0/6005|10.144.0.155/1/3/0/6005|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNTCCA0111W||85/KRFN/306086/PT|||Y||||85/KQGN/306862/PT_409378_Port_A|6005|||||||||||||||||||6005|||||VPWS:32107|
143.0.68.172/0/1/3/74|143.0.68.172/0/1/3/74|143.0.68.172/0/1/3/74|ETHERNET-NFO|IPAG|IPAG|true|B|||||101/GE1N/DYBHFLMBR01/DYBHFLMCV01|||||DYBHFLMCV01|||||N||||101/GE1N/DYBHFLMBR01/DYBHFLMCV01_Port_Z|74|||||||||||101/GE1N/DYBHFLMBR01/DYBHFLMCV01_Port_A||||||||||||||
10.144.0.137/3/0/4/6002|10.144.0.137/3/0/4/6002|10.144.0.137/3/0/4/6002|NFO-MOBILITY|NTE|IPAG|true|B||||||||||ORLDFLMA51W||10/VLXP/130121/SB|||Y||||10/KRFN/126003/SB_300461_Port_A|6002|||||||||||||||||||6002|||||L2CKT:30404|
12.80.72.121/4/0/1/21|12.80.72.121/4/0/1/21|12.80.72.121/4/0/1/21|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFL2589P|||||N||||F101B/GE1N/ORLDFL25GB2/ORLDFL2589P_NMV4092_Port_A|21|||||||||||||||||||||||||
12.123.80.212/0/0/8/32|12.123.80.212/0/0/8/32|12.123.80.212/0/0/8/32|ETHERNET-NFO|IPAG|IPAG|true|S|||||A101A/GE1N/SNJSCAHUDK1/SNJSCAHUK01|||||SNJSCAHUDK1|||||N||||A101A/GE1N/SNJSCAHUDK1/SNJSCAHUK01_Port_A|32|||||||||||A101A/GE1N/SNJSCAHUDK1/SNJSCAHUK01_Port_Z||||||||||||||
10.144.0.137/1/0/2/6031|10.144.0.137/1/0/2/6031|10.144.0.137/1/0/2/6031|NFO-MOBILITY|NTE|IPAG|true|B||||||||||ORLDFLMA51W||10/VLXP/130271/SB|||Y||||10/KQGN/110671/SB_298911_Port_A|6031|||||||||||||||||||6031|||||L2CKT:30178|
143.0.68.173/0/0/1/1|143.0.68.173/0/0/1/1|143.0.68.173/0/0/1/1|ETHERNET-NFO|IPAG|IPAG|true|B|||||M102N/GE1N/DYBHFLMCV02/DYBHFLMCV13|||||DYBHFLMCV02|||||N||||M102N/GE1N/DYBHFLMCV02/DYBHFLMCV13_Port_A|1|||||||||||||||||||||||||
143.0.68.242/5/0/0/6038|143.0.68.242/5/0/0/6038|143.0.68.242/5/0/0/6038|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANH02||08/EVCW/582013/ES|||Y||||08/KRFN/582013/RB_413562_Port_A|6038|||||||||||||||||||6038|||||VPLS:32819|
149.0.3.196/5/0/8/6003|149.0.3.196/5/0/8/6003|149.0.3.196/5/0/8/6003|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAD01||01/EVVM/052412/SP|||Y||||76/KRFN/052412/NV_282877_Port_A|6003|||||||||||||||||||6003|||||VPLS:27881|
10.144.0.137/0/0/0/678|10.144.0.137/0/0/0/678|10.144.0.137/0/0/0/678|ETHERNET-NFO|IPAG|IPAG|true|B|||||107/GE10/ORLDFLMA51W/ORLDFLMA61W|||||ORLDFLMA51W|||||N||||107/GE10/ORLDFLMA51W/ORLDFLMA61W_Port_A|678|||||||||||107/GE10/ORLDFLMA51W/ORLDFLMA61W_Port_Z||||||||||||||
143.0.68.242/3/0/3/6007|143.0.68.242/3/0/3/6007|143.0.68.242/3/0/3/6007|NFO-MOBILITY|NTE|IPAG|true|B||||||||||GSVLFLANH02||28/KQGN/888315/SB|||Y||||01/KRFN/789641/RB_405962_Port_A|6007|||||||||||||||||||6007|||||VPLS:31756|
143.0.68.248/4/0/1/6002|143.0.68.248/4/0/1/6002|143.0.68.248/4/0/1/6002|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMA308||56/KRFN/329052/SB|||Y||||78/KRFN/329002/SB_304681_Port_A|6002|||||||||||||||||||6002|||||VPLS:31582|
149.9.0.29/3/0/0/6002|149.9.0.29/3/0/0/6002|149.9.0.29/3/0/0/6002|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAH72||29/KKON/009651/SB|||Y||||Port_5553741|6002|||||||||||||||||||6002||||||
12.123.80.214/3/0/8/239|12.123.80.214/3/0/8/239|12.123.80.214/3/0/8/239|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||SNJSCAHUDK3|||||N||||101/E-Links/CRCYNVAAH2B/SNJSCAHUDK3_Port_Z|239|||||||||||||||||||||||||
143.0.68.35/1/1/5/36|143.0.68.35/1/1/5/36|143.0.68.35/1/1/5/36|ETHERNET-NFO|IPAG|IPAG|true|S|||||W108E/GE1N/CRCYNVMAH01/CRCYNVMAH02|||||CRCYNVMAH02|||||N||||W108E/GE1N/CRCYNVMAH01/CRCYNVMAH02_Port_Z|36|||||||||||W108E/GE1N/CRCYNVMAH01/CRCYNVMAH02_Port_A||||||||||||||
10.144.0.155/5/2/9/6000|10.144.0.155/5/2/9/6000|10.144.0.155/5/2/9/6000|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNTCCA0111W||86/VLXM/507043/PT|||Y||||10/KRFN/418131/PT_411409_Port_A|6000|||||||||||||||||||6000|||||VPLS:32454|
143.0.68.229/1/0/5/6000|143.0.68.229/1/0/5/6000|143.0.68.229/1/0/5/6000|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMB027||01/SOUR/070912/AK|||N||||01/UNIF/060912/PJ_289276_Port_A|6000|||||||||||||||||||6000|||||VPWS:28940|
10.144.0.155/1/2/8/6000|10.144.0.155/1/2/8/6000|10.144.0.155/1/2/8/6000|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNTCCA0111W||86/VLXM/506849/PT|||Y||||86/KRGN/506835/PT_408942_Port_A|6000|||||||||||||||||||6000|||||VPLS:32075|
10.144.0.154/4/0/0/776|10.144.0.154/4/0/0/776|10.144.0.154/4/0/0/776|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||SNJSCA02W31|||||N||||104/E-Links/SNJSCA02W31/SNTCCA0102W_Port_A|776|||||||||||||||||||||||||
143.0.68.184/0/0/2/6007|143.0.68.184/0/0/2/6007|143.0.68.184/0/0/2/6007|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMCV22||01/EVCP/080812/PJ|||Y||||55/HYTR/872234/NH_286099_Port_A|6007|||||||||||||||||||6007|||||L2CKT:28669|
143.0.68.248/1/2/2/102|143.0.68.248/1/2/2/102|143.0.68.248/1/2/2/102|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMA308|||||N||||JU101/GE1N/DYBHFLMA308/DYBHFLMA672_NMV4092_Port_A|102|||||||||||||||||||||||||
143.0.68.173/0/0/1/2|143.0.68.173/0/0/1/2|143.0.68.173/0/0/1/2|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMCV02|||||N||||M102N/GE1N/DYBHFLMCV02/DYBHFLMCV13_NMV4092_Port_A|2|||||||||||||||||||||||||
149.0.3.222/4/0/3/381|149.0.3.222/4/0/3/381|149.0.3.222/4/0/3/381|ETHERNET-NFO|IPAG|IPAG|true|B|||||101/GE1N/CRCYNVMAD02/DYBHFLMAL08|||||DYBHFLMAL08|||||N||||101/GE1N/CRCYNVMAD02/DYBHFLMAL08_Port_Z|381|||||||||||101/GE1N/CRCYNVMAD02/DYBHFLMAL08_Port_A||||||||||||||
10.144.0.137/1/1/9/750|10.144.0.137/1/1/9/750|10.144.0.137/1/1/9/750|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFLMA51W|||||N||||JU103/GE1N/GSVLFLMAA10/ORLDFLMA51W_NMV127_Port_A|750|||||||||||||||||||||||||
150.0.0.168/2/0/6/6001|150.0.0.168/2/0/6/6001|150.0.0.168/2/0/6/6001|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAI41||16/VLXP/121511/SB|||Y||||00/UNIS/120711/AJ_261472_Port_A|6001|||||||||||||||||||6001|||||L2CKT:25572|
150.0.0.23/5/0/4/25|150.0.0.23/5/0/4/25|150.0.0.23/5/0/4/25|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||CRCYNVAA03T|||||N||||10/E-Links/CRCYNVAA03T/CRCYNVAA04T_Port_A|25|||||||||||||||||||||||||
148.0.131.182/4/1/6/6029|148.0.131.182/4/1/6/6029|148.0.131.182/4/1/6/6029|NFO-MOBILITY|NTE|IPAG|true|S||||||||||RENONVYAY3Q||45/GGTY/123456/HJ|||Y||||25/YHYJ/225511/UK_245374_Port_A|6029|||||||||||||||||||6029|||||VPLS:23751|
150.0.0.212/1/0/5/31|150.0.0.212/1/0/5/31|150.0.0.212/1/0/5/31|ETHERNET-NFO|IPAG|IPAG|true|S|||||P104B/GE1N/CRCYNVMAA01/CRCYNVMAA07|||||CRCYNVMAA01|||||N||||P104B/GE1N/CRCYNVMAA01/CRCYNVMAA07_Port_A|31|||||||||||P104B/GE1N/CRCYNVMAA01/CRCYNVMAA07_Port_Z||||||||||||||
12.82.0.53/1/0/8/135|12.82.0.53/1/0/8/135|12.82.0.53/1/0/8/135|ETHERNET-NFO|IPAG|IPAG|true|B|||||116/GE1N/ORLDFL24FIP/ORLDFL24Q10|||||ORLDFL24FIP|||||N||||116/GE1N/ORLDFL24FIP/ORLDFL24Q10_Port_A|135|||||||||||116/GE1N/ORLDFL24FIP/ORLDFL24Q10_Port_Z||||||||||||||
12.82.0.62/1/3/6/104|12.82.0.62/1/3/6/104|12.82.0.62/1/3/6/104|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFL24Q10|||||N||||102/E-Links/ORLDFL24FIP/ORLDFL24Q10_Port_Z|104|||||||||||||||||||||||||
10.144.0.137/1/1/2/2212|10.144.0.137/1/1/2/2212|10.144.0.137/1/1/2/2212|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFLMA51W|||||N||||118/GE1N/ORLDFLEN41W/ORLDFLMA51W_NMV127_Port_Z|2212|||||||||||||||||||||||||
10.144.0.137/3/3/5/161|10.144.0.137/3/3/5/161|10.144.0.137/3/3/5/161|ETHERNET-NFO|IPAG|IPAG|true|B|||||114/GE1N/ORLDFLCL81W/ORLDFLMA51W|||||ORLDFLMA51W|||||N||||114/GE1N/ORLDFLCL81W/ORLDFLMA51W_Port_Z|161|||||||||||||||||||||||||
12.82.0.62/1/1/4/21|12.82.0.62/1/1/4/21|12.82.0.62/1/1/4/21|ETHERNET-NFO|IPAG|IPAG|true|B|||||F104H/GE1N/ORLDFL24D1Q/ORLDFL24Q10|||||ORLDFL24Q10|||||N||||F104H/GE1N/ORLDFL24D1Q/ORLDFL24Q10_Port_Z|21|||||||||||F104H/GE1N/ORLDFL24D1Q/ORLDFL24Q10_Port_A||||||||||||||
150.0.0.215/1/1/2/120|150.0.0.215/1/1/2/120|150.0.0.215/1/1/2/120|ETHERNET-NFO|IPAG|IPAG|true|S|||||103/GE1N/CRCYNVMAA03/CRCYNVMAA62|||||CRCYNVMAA03|||||N||||103/GE1N/CRCYNVMAA03/CRCYNVMAA62_Port_A|120|||||||||||||||||||||||||
8.8.0.172/5/0/0/6|8.8.0.172/5/0/0/6|8.8.0.172/5/0/0/6|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVAA61W||99/DNEC/897654/NV|||Y||||22/KQRY/123457/NV_159917_Port_A|6|||||||||||||||||||6|||||L2CKT:62396|
10.144.0.147/5/2/1/6005|10.144.0.147/5/2/1/6005|10.144.0.147/5/2/1/6005|NFO-MOBILITY|NTE|IPAG|true|B||||||||||ORLDFLPH51W||58/VLXP/700339/SB|||Y||||58/KQGN/700276/SB_174565_Port_A|6005|||||||||||||||AVPN||||6005|||||VPWS:21589|
10.144.0.155/1/0/1/6007|10.144.0.155/1/0/1/6007|10.144.0.155/1/0/1/6007|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNTCCA0111W||86/VLXP/506911/PT|||Y||||86/KRGN/506826/PT_409979_Port_A|6007|||||||||||||||||||6007|||||L2CKT:32187|
12.123.80.29/2/0/7/48|12.123.80.29/2/0/7/48|12.123.80.29/2/0/7/48|ETHERNET-NFO|IPAG|IPAG|true|B|||||P102S/GE1N/ORLDFL32B61/ORLDFL32PB1|||||ORLDFL32PB1|||||N||||P102S/GE1N/ORLDFL32B61/ORLDFL32PB1_Port_Z|48|||||||||||P102S/GE1N/ORLDFL32B61/ORLDFL32PB1_Port_A||||||||||||||
10.144.0.154/1/2/4/6019|10.144.0.154/1/2/4/6019|10.144.0.154/1/2/4/6019|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCA02W31||86/CUXM/506977/PT|||Y||||85/KQGN/050753/PT_410705_Port_A|6019|||||||||||||||||||6019|||||L2CKT:32351|
149.0.3.194/4/1/0/6002|149.0.3.194/4/1/0/6002|149.0.3.194/4/1/0/6002|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAD06||87/EVCP/347333/RS|||Y||||99/KSGN/727571/NV_289810_Port_A|6002|||||||||||||||||||6002|||||VPWS:28996|
143.0.68.242/4/0/8/211|143.0.68.242/4/0/8/211|143.0.68.242/4/0/8/211|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANH02|||||N||||1/Z-Links/GSVLFLANH02/GSVLFLAN647_NMV4091_Aend|211|||||||||||||||||||||||||
150.0.0.215/0/0/0/6024|150.0.0.215/0/0/0/6024|150.0.0.215/0/0/0/6024|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAA03||87/EVCP/348392/RS|||Y||||02/KRFN/172809/NV_286377_Port_A|6024|||||||||||||||||||6024|||||VPWS:28700|
12.123.80.212/2/1/3/6004|12.123.80.212/2/1/3/6004|12.123.80.212/2/1/3/6004|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCAHUDK1||76/EVCS/172911/RS|||Y||||04/UNIF/240387/JP_187952_Port_A|6004|||||||||||||||||||6004|||||VPLS:22461|
150.0.0.168/5/1/6/6031|150.0.0.168/5/1/6/6031|150.0.0.168/5/1/6/6031|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAI41||55/PTPE/850013/SA|||Y||||45/NHBH/415258/KJ_268037_Port_A|6031|||||||||||||||||||6031|||||VPWS:26211|
12.123.80.15/1/0/0/30|12.123.80.15/1/0/0/30|12.123.80.15/1/0/0/30|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFL321IP|||||N||||100/E-Links/ORLDFL32AS6/ORLDFL321IP_Port_Z|30|||||||||||||||||||||||||
10.144.0.147/1/0/0/6006|10.144.0.147/1/0/0/6006|10.144.0.147/1/0/0/6006|NFO-MOBILITY|NTE|IPAG|true|B||||||||||ORLDFLPH51W||85/VXLP/205151/SB|||Y||||58/KQGN/105021/SB_281997_Port_A|6006|||||||||||||||||||6006|||||VPWS:27749|
12.82.0.53/2/0/6/143|12.82.0.53/2/0/6/143|12.82.0.53/2/0/6/143|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFL24FIP|||||N||||ORIFL307IA1_ORIFL301IA1_B_2_1_1_BYPASS_Port_Z|143|||||||||||||||||||||||||
12.123.80.214/2/1/3/100|12.123.80.214/2/1/3/100|12.123.80.214/2/1/3/100|ETHERNET-NFO|IPAG|IPAG|true|S|||||A102J/GE1N/SNJSCAHUDK3/SNJSCAHUTJ6|||||SNJSCAHUDK3|||||N||||A102J/GE1N/SNJSCAHUDK3/SNJSCAHUTJ6_Port_A|100|||||||||||A102J/GE1N/SNJSCAHUDK3/SNJSCAHUTJ6_Port_Z||||||||||||||
12.123.80.214/4/2/1/212|12.123.80.214/4/2/1/212|12.123.80.214/4/2/1/212|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||SNJSCAHUDK3|||||N||||104/E-Links/SNJSCAHUDK3/SNJSCAHUL51_Port_A|212|||||||||||||||||||||||||
149.0.3.206/0/0/3/5|149.0.3.206/0/0/3/5|149.0.3.206/0/0/3/5|ETHERNET-NFO|IPAG|IPAG|true|S|||||M102N/GE1N/CRCYNVMAD09/CRCYNVMAD53|||||CRCYNVMAD09|||||N||||M102N/GE1N/CRCYNVMAD09/CRCYNVMAD53_Port_A|5|||||||||||M102N/GE1N/CRCYNVMAD09/CRCYNVMAD53_Port_Z||||||||||||||
143.0.68.184/0/1/6/6012|143.0.68.184/0/1/6/6012|143.0.68.184/0/1/6/6012|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMCV22||02/EVCM/010513/DP|||Y||||00/UNIF/121412/SP_299055_Port_A|6012|||||||||||||||||||6012|||||VPLS:30193|
12.123.80.212/2/1/3/6003|12.123.80.212/2/1/3/6003|12.123.80.212/2/1/3/6003|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCAHUDK1||14/GKKF/282882/KG|||Y||||04/UNIF/240387/JP_187854_Port_A|6003|||||||||||||||||||6003|||||VPWS:22460|
12.123.80.29/1/1/4/97|12.123.80.29/1/1/4/97|12.123.80.29/1/1/4/97|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFL32PB1|||||N||||1/E-Links/ORLDFL32AN0/ORLDFL32PB1_Port_Z|97|||||||||||||||||||||||||
149.0.3.196/0/2/6/160|149.0.3.196/0/2/6/160|149.0.3.196/0/2/6/160|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||CRCYNVMAD01|||||N||||107/E-Links/CRCYNVMAD01/CRCYNVMAD92_Port_A|160|||||||||||||||||||||||||
12.80.72.33/1/3/7/3|12.80.72.33/1/3/7/3|12.80.72.33/1/3/7/3|ETHERNET-NFO|IPAG|IPAG|true|B|||||D101C/GE1N/RLGHNCMA121/RLGHNCMA421|||||RLGHNCMA121|||||N||||D101C/GE1N/RLGHNCMA121/RLGHNCMA421_Port_A|3|||||||||||D101C/GE1N/RLGHNCMA121/RLGHNCMA421_Port_Z||||||||||||||
10.144.0.65/3/3/0/95|10.144.0.65/3/3/0/95|10.144.0.65/3/3/0/95|ETHERNET-NFO|IPAG|IPAG|true|B|||||K113G/GE10/ORLDFLMA52W/ORLDFLMA61W|||||ORLDFLMA61W|||||N||||K113G/GE10/ORLDFLMA52W/ORLDFLMA61W_Port_A|95|||||||||||K113G/GE10/ORLDFLMA52W/ORLDFLMA61W_Port_Z||||||||||||||
149.0.3.196/0/2/6/159|149.0.3.196/0/2/6/159|149.0.3.196/0/2/6/159|ETHERNET-NFO|IPAG|IPAG|true|S|||||105/GE1N/CRCYNVMAD01/CRCYNVMAD92|||||CRCYNVMAD01|||||N||||105/GE1N/CRCYNVMAD01/CRCYNVMAD92_Port_A|159|||||||||||105/GE1N/CRCYNVMAD01/CRCYNVMAD92_Port_Z||||||||||||||
12.123.80.17/2/0/8/6001|12.123.80.17/2/0/8/6001|12.123.80.17/2/0/8/6001|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVAA1IP||Pari_MPT_16121|||Y||||23/KQGN/511252/NV_164914_Port_A|6001|||||||||||||||||||6001|||||VPLS:20554|
143.0.68.170/4/0/0/6004|143.0.68.170/4/0/0/6004|143.0.68.170/4/0/0/6004|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMB2MX||01/KQGN/118312/SB|||Y||||01/KQGN/112232/SB_294495_Port_A|6004|||||||||||||||||||6004|||||VPLS:29566|
149.0.3.196/5/0/8/6002|149.0.3.196/5/0/8/6002|149.0.3.196/5/0/8/6002|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAD01||00/EVVM/052412/SP|||Y||||76/KRFN/438484/NV_282871_Port_A|6002|||||||||||||||||||6002|||||VPLS:27880|
143.0.24.144/4/0/0/71|143.0.24.144/4/0/0/71|143.0.24.144/4/0/0/71|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLAN2EW|||||N||||10/Z-Links/GSVLFLAN1EW/GSVLFLAN2EW_NMV4091_Aend|71|||||||||||||||||||||||||
143.0.24.132/4/0/0/56|143.0.24.132/4/0/0/56|143.0.24.132/4/0/0/56|ETHERNET-NFO|IPAG|IPAG|true|S|||||101/GE100/SNJSCA020FW/SNJSCA021EW|||||SNJSCA020FW|||||N||||101/GE100/SNJSCA020FW/SNJSCA021EW_Port_A|56|||||||||||101/GE100/SNJSCA020FW/SNJSCA021EW_Port_Z||||||||||||||
8.8.0.172/5/0/0/15|8.8.0.172/5/0/0/15|8.8.0.172/5/0/0/15|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVAA61W||66/ASHU/123456/UU|||Y||||66/ASHU/123456/UI_160783_Port_A|15|||||||||||||||OEW||||15|||||ASDF1234|
10.144.0.154/1/2/4/6013|10.144.0.154/1/2/4/6013|10.144.0.154/1/2/4/6013|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCA02W31||85/VLXP/050905/PT|||Y||||85/KQGN/050763/PT_409246_Port_A|6013|||||||||||||||||||6013|||||L2CKT:32102|
149.0.3.196/0/1/1/6001|149.0.3.196/0/1/1/6001|149.0.3.196/0/1/1/6001|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAD01||99/ABCD/626777/MN|||Y||||99/KQGN/272771/MN_298684_Port_A|6001|||||||||||||||||||6001|||||L2CKT:30144|
143.0.68.247/4/2/4/62|143.0.68.247/4/2/4/62|143.0.68.247/4/2/4/62|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANCT5|||||N||||CVLAN_2300_291208_Port_A|62|||||||||||||||||||||||||
10.144.0.155/1/2/6/6003|10.144.0.155/1/2/6/6003|10.144.0.155/1/2/6/6003|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNTCCA0111W||86/VLXP/506337/PT|||Y||||JU101/GE1N  /SNJPCABMW01/SNJSCAXAJ01_302684_Port_A|6003|||||||||||||||||||6003|||||VPWS:30913|
12.82.0.62/1/0/0/167|12.82.0.62/1/0/0/167|12.82.0.62/1/0/0/167|ETHERNET-NFO|IPAG|IPAG|true|B|||||A110P/GE1N/ORLDFL24FIP/ORLDFL24Q10|||||ORLDFL24Q10|||||N||||A110P/GE1N/ORLDFL24FIP/ORLDFL24Q10_Port_Z|167|||||||||||A110P/GE1N/ORLDFL24FIP/ORLDFL24Q10_Port_A||||||||||||||
143.0.68.248/1/1/4/81|143.0.68.248/1/1/4/81|143.0.68.248/1/1/4/81|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMA308|||||N||||JU102/GE1N/DYBHFLMA308/DYBHFLMA669_NMV4092_Port_A|81|||||||||||||||||||||||||
143.0.68.247/4/2/4/60|143.0.68.247/4/2/4/60|143.0.68.247/4/2/4/60|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANCT5|||||N||||Port_6695861|60|||||||||||||||||||||||||
143.0.68.169/3/0/0/83|143.0.68.169/3/0/0/83|143.0.68.169/3/0/0/83|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMBR01|||||N||||107/E-Links/DYBHFLMBB41/DYBHFLMBR01_Port_Z|83|||||||||||||||||||||||||
150.0.0.168/5/1/6/6001|150.0.0.168/5/1/6/6001|150.0.0.168/5/1/6/6001|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAI41||42/PSSD/9547/SG|||Y||||45/NHBH/415258/KJ_262188_Port_A|6001|||||||||||||||||||6001|||||VPWS:25642|
149.0.3.223/5/2/1/34|149.0.3.223/5/2/1/34|149.0.3.223/5/2/1/34|ETHERNET-NFO|IPAG|IPAG|true|B|||||107/GE1N/DYBHFLMAL08/DYBHFLMAL10|||||DYBHFLMAL10|||||N||||107/GE1N/DYBHFLMAL08/DYBHFLMAL10_Port_Z|34|||||||||||107/GE1N/DYBHFLMAL08/DYBHFLMAL10_Port_A||||||||||||||
148.0.131.182/4/1/6/6019|148.0.131.182/4/1/6/6019|148.0.131.182/4/1/6/6019|NFO-MOBILITY|NTE|IPAG|true|S||||||||||RENONVYAY3Q||48/EVCS/456675/SR|||Y||||Port_4804894|6019|||||||||||||||||||6019|||||VPWS:23719|
143.0.68.168/2/0/5/8|143.0.68.168/2/0/5/8|143.0.68.168/2/0/5/8|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMB1MX|||||N||||M102N/GE1N/DYBHFLMB1MX/DYBHFLMB503_NMV4092_Port_A|8|||||||||||||||||||||||||
143.0.68.172/1/1/0/86|143.0.68.172/1/1/0/86|143.0.68.172/1/1/0/86|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMCV01|||||N||||10/Z-Links/DYBHFLMCV01/DYBHFLMC501_NMV127_Aend|86|||||||||||||||||||||||||
12.123.80.214/4/1/9/6001|12.123.80.214/4/1/9/6001|12.123.80.214/4/1/9/6001|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCAHUDK3||67/FDSJ/564334/VS|||Y||||04/UNIF/240387/JP_183656_Port_A|6001|||||||||||||||||||6001|||||VPWS:22436|
143.0.68.110/3/1/8/55|143.0.68.110/3/1/8/55|143.0.68.110/3/1/8/55|ETHERNET-NFO|IPAG|IPAG|true|S|||||JU102/GE1N/SNJSCAAOW02/SNJSCA0221W|||||SNJSCA0221W|||||N||||JU102/GE1N/SNJSCAAOW02/SNJSCA0221W_Port_A|55|||||||||||||||||||||||||
